index,datetime,ra0,dec0,ra1,dec1,v1,p1,ra2,dec2,v2,p2,ra3,dec3,v3,p3,ra4,dec4,v4,p4
0,2012-06-10T04:01:03,266.62156258190726,-27.776114821065107,266.779593142886,-27.7336401932403,10.768,0,266.752703874761,-27.88107565054,12.082,1,266.47000677151,-27.8183610066951,17.9085,2,266.646248279027,-27.6719923198892,16.594,3
